Country,Item,Year,Value,BinValue
Libya,insecurity,2018,16.7,10 - 20
Libya,insecurity,2019,18.6,10 - 20
Lithuania,undernourishment,2016,<2.5,<2.5
Lithuania,undernourishment,2017,<2.5,<2.5
Lithuania,undernourishment,2018,<2.5,<2.5
Lithuania,undernourishment,2019,<2.5,<2.5
Lithuania,insecurity,2016,2,0.5 - 10
Lithuania,insecurity,2017,1.6,0.5 - 10
Lithuania,insecurity,2018,1.1,0.5 - 10
Lithuania,insecurity,2019,1.7,0.5 - 10
Luxembourg,undernourishment,2016,<2.5,<2.5
Luxembourg,undernourishment,2017,<2.5,<2.5
Luxembourg,undernourishment,2018,<2.5,<2.5
Luxembourg,undernourishment,2019,<2.5,<2.5
Luxembourg,insecurity,2016,1.4,0.5 - 10
Luxembourg,insecurity,2017,0.9,0.5 - 10
Luxembourg,insecurity,2018,0.9,0.5 - 10
Luxembourg,insecurity,2019,0.8,0.5 - 10
Madagascar,undernourishment,2016,41.6,35 - 45
Madagascar,undernourishment,2017,42.3,35 - 45
Madagascar,undernourishment,2018,42.6,35 - 45
Madagascar,undernourishment,2019,43.2,35 - 45
Malawi,undernourishment,2016,16.1,15 - 25
Malawi,undernourishment,2017,16.5,15 - 25
Malawi,undernourishment,2018,16.8,15 - 25
Malawi,undernourishment,2019,17.3,15 - 25
Malawi,insecurity,2016,51.7,50 - 65.4
Malawi,insecurity,2017,51.6,50 - 65.4
Malawi,insecurity,2018,51.5,50 - 65.4
Malawi,insecurity,2019,51.4,50 - 65.4
Malaysia,undernourishment,2016,3.5,2.5 - 5
Malaysia,undernourishment,2017,3.4,2.5 - 5
Malaysia,undernourishment,2018,3.2,2.5 - 5
Malaysia,undernourishment,2019,3.2,2.5 - 5
Malaysia,insecurity,2016,6.7,0.5 - 10
Malaysia,insecurity,2017,6.7,0.5 - 10
Malaysia,insecurity,2018,6.7,0.5 - 10
Malaysia,insecurity,2019,7.5,0.5 - 10
Mali,undernourishment,2016,5.3,5 - 15
Mali,undernourishment,2017,6.3,5 - 15
Mali,undernourishment,2018,7.7,5 - 15
Mali,undernourishment,2019,10.4,5 - 15
Malta,undernourishment,2016,<2.5,<2.5
Malta,undernourishment,2017,<2.5,<2.5
Malta,undernourishment,2018,<2.5,<2.5
Malta,undernourishment,2019,<2.5,<2.5
Malta,insecurity,2016,1.4,0.5 - 10
Malta,insecurity,2017,1,0.5 - 10
Malta,insecurity,2018,0.8,0.5 - 10
Malta,insecurity,2019,0.9,0.5 - 10
Mauritania,undernourishment,2016,8.5,5 - 15
Mauritania,undernourishment,2017,8.6,5 - 15
Mauritania,undernourishment,2018,8.7,5 - 15
Mauritania,undernourishment,2019,9.1,5 - 15
Mauritania,insecurity,2016,5,0.5 - 10
Mauritania,insecurity,2017,5.5,0.5 - 10
Mauritania,insecurity,2018,5.9,0.5 - 10
Mauritania,insecurity,2019,6.5,0.5 - 10
Mauritius,undernourishment,2016,5.7,5 - 15
Mauritius,undernourishment,2017,5.9,5 - 15
Mauritius,undernourishment,2018,5.7,5 - 15
Mauritius,undernourishment,2019,6.2,5 - 15
Mauritius,insecurity,2016,5.9,0.5 - 10
Mauritius,insecurity,2017,6.3,0.5 - 10
Mauritius,insecurity,2018,6.8,0.5 - 10
Mauritius,insecurity,2019,8.3,0.5 - 10
Mexico,undernourishment,2016,5.8,5 - 15
Mexico,undernourishment,2017,6.1,5 - 15
Mexico,undernourishment,2018,6.2,5 - 15
Mexico,undernourishment,2019,7.2,5 - 15
Mexico,insecurity,2016,3.3,0.5 - 10
Mexico,insecurity,2017,3.3,0.5 - 10
Mexico,insecurity,2018,3.7,0.5 - 10
Mexico,insecurity,2019,5.8,0.5 - 10
Mongolia,undernourishment,2016,7.4,5 - 15
Mongolia,undernourishment,2017,6.3,5 - 15
Mongolia,undernourishment,2018,5.5,5 - 15
Mongolia,undernourishment,2019,4.3,2.5 - 5
Mongolia,insecurity,2016,5.1,0.5 - 10
Mongolia,insecurity,2017,5.9,0.5 - 10
Mongolia,insecurity,2018,5.9,0.5 - 10
Mongolia,insecurity,2019,4.9,0.5 - 10
Montenegro,undernourishment,2016,<2.5,<2.5
Montenegro,undernourishment,2017,<2.5,<2.5
Montenegro,undernourishment,2018,<2.5,<2.5
Montenegro,undernourishment,2019,<2.5,<2.5
Montenegro,insecurity,2016,2.2,0.5 - 10
Montenegro,insecurity,2017,2.3,0.5 - 10
Montenegro,insecurity,2018,2.2,0.5 - 10
Montenegro,insecurity,2019,2.8,0.5 - 10
Morocco,undernourishment,2016,3.8,2.5 - 5
Morocco,undernourishment,2017,3.7,2.5 - 5
Morocco,undernourishment,2018,3.7,2.5 - 5
Morocco,undernourishment,2019,4.2,2.5 - 5
Mozambique,undernourishment,2016,31.5,25 - 35
Mozambique,undernourishment,2017,31.4,25 - 35
Mozambique,undernourishment,2018,31,25 - 35
Mozambique,undernourishment,2019,31.2,25 - 35
Mozambique,insecurity,2018,40.7,40 - 50
Mozambique,insecurity,2019,40.5,40 - 50
Myanmar,undernourishment,2016,8.4,5 - 15
Myanmar,undernourishment,2017,8.1,5 - 15
Myanmar,undernourishment,2018,7.8,5 - 15
Myanmar,undernourishment,2019,7.6,5 - 15
Myanmar,insecurity,2019,1.9,0.5 - 10
Namibia,undernourishment,2016,20.2,15 - 25
Namibia,undernourishment,2017,20,15 - 25
Namibia,undernourishment,2018,19.9,15 - 25
Namibia,undernourishment,2019,19.8,15 - 25
Namibia,insecurity,2016,29.6,20 - 30
Namibia,insecurity,2017,30.5,30 - 40
Namibia,insecurity,2018,31.3,30 - 40
Namibia,insecurity,2019,32.1,30 - 40
Nepal,undernourishment,2016,4.5,2.5 - 5
Nepal,undernourishment,2017,4.2,2.5 - 5
Nepal,undernourishment,2018,4.3,2.5 - 5
Nepal,undernourishment,2019,4.8,2.5 - 5
Nepal,insecurity,2016,9.6,0.5 - 10
Nepal,insecurity,2017,9.6,0.5 - 10
Nepal,insecurity,2018,10.3,10 - 20
Nepal,insecurity,2019,12,10 - 20
Netherlands,undernourishment,2016,<2.5,<2.5
Netherlands,undernourishment,2017,<2.5,<2.5
Netherlands,undernourishment,2018,<2.5,<2.5
Netherlands,undernourishment,2019,<2.5,<2.5
Netherlands,insecurity,2016,1.7,0.5 - 10
Netherlands,insecurity,2017,1.5,0.5 - 10
Netherlands,insecurity,2018,1.7,0.5 - 10
Netherlands,insecurity,2019,1.4,0.5 - 10
New Caledonia,undernourishment,2016,6.5,5 - 15
New Caledonia,undernourishment,2017,6.8,5 - 15
New Caledonia,undernourishment,2018,7,5 - 15
New Caledonia,undernourishment,2019,6.9,5 - 15
New Zealand,undernourishment,2016,<2.5,<2.5
New Zealand,undernourishment,2017,<2.5,<2.5
New Zealand,undernourishment,2018,<2.5,<2.5
New Zealand,undernourishment,2019,<2.5,<2.5
New Zealand,insecurity,2016,3.3,0.5 - 10
New Zealand,insecurity,2017,4.2,0.5 - 10
New Zealand,insecurity,2018,4.4,0.5 - 10
New Zealand,insecurity,2019,3.9,0.5 - 10
Nicaragua,undernourishment,2016,18,15 - 25
Nicaragua,undernourishment,2017,17.6,15 - 25
Nicaragua,undernourishment,2018,18.2,15 - 25
Nicaragua,undernourishment,2019,19.3,15 - 25
Nigeria,undernourishment,2016,9.4,5 - 15
Nigeria,undernourishment,2017,10,5 - 15
Nigeria,undernourishment,2018,10.7,5 - 15
Nigeria,undernourishment,2019,14.6,5 - 15
Nigeria,insecurity,2016,9.3,0.5 - 10
Nigeria,insecurity,2017,12.1,10 - 20
Nigeria,insecurity,2018,14.8,10 - 20
Nigeria,insecurity,2019,21.4,20 - 30
North Macedonia,undernourishment,2016,3,2.5 - 5
North Macedonia,undernourishment,2017,2.7,2.5 - 5
North Macedonia,undernourishment,2018,<2.5,<2.5
North Macedonia,undernourishment,2019,2.7,2.5 - 5
North Macedonia,insecurity,2016,3.1,0.5 - 10
North Macedonia,insecurity,2017,3.1,0.5 - 10
North Macedonia,insecurity,2018,3.2,0.5 - 10
North Macedonia,insecurity,2019,5,0.5 - 10
Norway,undernourishment,2016,<2.5,<2.5
Norway,undernourishment,2017,<2.5,<2.5
Norway,undernourishment,2018,<2.5,<2.5
Norway,undernourishment,2019,<2.5,<2.5
Norway,insecurity,2016,1.2,0.5 - 10
Norway,insecurity,2017,1.1,0.5 - 10
Norway,insecurity,2018,1.1,0.5 - 10
Norway,insecurity,2019,1,0.5 - 10
Oman,undernourishment,2016,8.4,5 - 15
Oman,undernourishment,2017,8.4,5 - 15
Oman,undernourishment,2018,8.1,5 - 15
Oman,undernourishment,2019,8.2,5 - 15
Pakistan,undernourishment,2016,12.4,5 - 15
Pakistan,undernourishment,2017,12.1,5 - 15
Pakistan,undernourishment,2018,12.2,5 - 15
Pakistan,undernourishment,2019,12.9,5 - 15
Palestine,insecurity,2017,4.4,0.5 - 10
Palestine,insecurity,2018,4.4,0.5 - 10
Palestine,insecurity,2019,4.4,0.5 - 10
Panama,undernourishment,2016,7.8,5 - 15
Panama,undernourishment,2017,7.5,5 - 15
Panama,undernourishment,2018,7.4,5 - 15
Panama,undernourishment,2019,7.5,5 - 15
Papua New Guinea,undernourishment,2016,25.2,25 - 35
Papua New Guinea,undernourishment,2017,25.1,25 - 35
Papua New Guinea,undernourishment,2018,24.9,15 - 25
Papua New Guinea,undernourishment,2019,24.6,15 - 25
Paraguay,undernourishment,2016,7.7,5 - 15
Paraguay,undernourishment,2017,7.8,5 - 15
Paraguay,undernourishment,2018,7.9,5 - 15
Paraguay,undernourishment,2019,9.2,5 - 15
Peru,undernourishment,2016,6.9,5 - 15
Peru,undernourishment,2017,7.6,5 - 15
Peru,undernourishment,2018,7.9,5 - 15
Peru,undernourishment,2019,8.7,5 - 15
Peru,insecurity,2016,16.7,10 - 20
Peru,insecurity,2017,16.6,10 - 20
Peru,insecurity,2018,18,10 - 20
Peru,insecurity,2019,19.2,10 - 20
Philippines,undernourishment,2016,12.1,5 - 15
Philippines,undernourishment,2017,10.9,5 - 15
Philippines,undernourishment,2018,9.7,5 - 15
Philippines,undernourishment,2019,9.4,5 - 15
Philippines,insecurity,2018,3.2,0.5 - 10
Philippines,insecurity,2019,4,0.5 - 10
Poland,undernourishment,2016,<2.5,<2.5
Poland,undernourishment,2017,<2.5,<2.5
Poland,undernourishment,2018,<2.5,<2.5
Poland,undernourishment,2019,<2.5,<2.5
Poland,insecurity,2016,1.2,0.5 - 10
Poland,insecurity,2017,0.7,0.5 - 10
Poland,insecurity,2018,0.5,0.5 - 10
Poland,insecurity,2019,<0.5,<0.5
Portugal,undernourishment,2016,<2.5,<2.5
Portugal,undernourishment,2017,<2.5,<2.5
Portugal,undernourishment,2018,<2.5,<2.5
Portugal,undernourishment,2019,<2.5,<2.5
Portugal,insecurity,2016,3.5,0.5 - 10
Portugal,insecurity,2017,3.2,0.5 - 10
Portugal,insecurity,2018,2.9,0.5 - 10
Portugal,insecurity,2019,3.2,0.5 - 10
South Korea,undernourishment,2016,<2.5,<2.5
South Korea,undernourishment,2017,<2.5,<2.5
South Korea,undernourishment,2018,<2.5,<2.5
South Korea,undernourishment,2019,<2.5,<2.5
South Korea,insecurity,2016,<0.5,<0.5
South Korea,insecurity,2017,0.5,0.5 - 10
South Korea,insecurity,2018,<0.5,<0.5
South Korea,insecurity,2019,0.6,0.5 - 10
Moldova,insecurity,2016,2.2,0.5 - 10
Moldova,insecurity,2017,2.9,0.5 - 10
Moldova,insecurity,2018,4,0.5 - 10
Moldova,insecurity,2019,4.5,0.5 - 10
Romania,undernourishment,2016,<2.5,<2.5
Romania,undernourishment,2017,<2.5,<2.5
Romania,undernourishment,2018,<2.5,<2.5
Romania,undernourishment,2019,<2.5,<2.5
Romania,insecurity,2016,4.8,0.5 - 10
Romania,insecurity,2017,4,0.5 - 10
Romania,insecurity,2018,3.4,0.5 - 10
Romania,insecurity,2019,3.4,0.5 - 10
Russia,undernourishment,2016,<2.5,<2.5
Russia,undernourishment,2017,<2.5,<2.5
Russia,undernourishment,2018,<2.5,<2.5
Russia,undernourishment,2019,<2.5,<2.5
Russia,insecurity,2016,0.7,0.5 - 10
Russia,insecurity,2017,0.6,0.5 - 10
Russia,insecurity,2018,0.5,0.5 - 10
Russia,insecurity,2019,<0.5,<0.5
Rwanda,undernourishment,2016,34.8,25 - 35
Rwanda,undernourishment,2017,34.5,25 - 35
Rwanda,undernourishment,2018,34.3,25 - 35
Rwanda,undernourishment,2019,35.2,35 - 45
Saint Lucia,insecurity,2016,4.5,0.5 - 10
Saint Lucia,insecurity,2017,4.5,0.5 - 10
Saint Vincent and the Grenadines,undernourishment,2016,5.6,5 - 15
Saint Vincent and the Grenadines,undernourishment,2017,5.5,5 - 15
Saint Vincent and the Grenadines,undernourishment,2018,5.5,5 - 15
Saint Vincent and the Grenadines,undernourishment,2019,5.6,5 - 15
Samoa,undernourishment,2016,4.7,2.5 - 5
Samoa,undernourishment,2017,4.7,2.5 - 5
Samoa,undernourishment,2018,4.6,2.5 - 5
Samoa,undernourishment,2019,4.6,2.5 - 5
Samoa,insecurity,2017,3.4,0.5 - 10
Samoa,insecurity,2018,3.4,0.5 - 10
Samoa,insecurity,2019,3.4,0.5 - 10
Sao Tome and Principe,undernourishment,2016,12.6,5 - 15
Sao Tome and Principe,undernourishment,2017,11.8,5 - 15
Sao Tome and Principe,undernourishment,2018,11.8,5 - 15
Sao Tome and Principe,undernourishment,2019,11.9,5 - 15
Saudi Arabia,undernourishment,2016,3.7,2.5 - 5
Saudi Arabia,undernourishment,2017,3.7,2.5 - 5
Saudi Arabia,undernourishment,2018,3.8,2.5 - 5
Saudi Arabia,undernourishment,2019,3.9,2.5 - 5
Senegal,undernourishment,2016,8.9,5 - 15
Senegal,undernourishment,2017,7.9,5 - 15
Senegal,undernourishment,2018,7.4,5 - 15
Senegal,undernourishment,2019,7.5,5 - 15
Senegal,insecurity,2016,15.7,10 - 20
Senegal,insecurity,2017,12.5,10 - 20
Senegal,insecurity,2018,13.9,10 - 20
Senegal,insecurity,2019,13.6,10 - 20
Serbia,undernourishment,2016,4.2,2.5 - 5
Serbia,undernourishment,2017,4,2.5 - 5
Serbia,undernourishment,2018,3.8,2.5 - 5
Serbia,undernourishment,2019,3.9,2.5 - 5
Serbia,insecurity,2016,2.3,0.5 - 10
Serbia,insecurity,2017,1.9,0.5 - 10
Serbia,insecurity,2018,2,0.5 - 10
Serbia,insecurity,2019,2.6,0.5 - 10
Seychelles,insecurity,2016,3.2,0.5 - 10
Seychelles,insecurity,2017,3.2,0.5 - 10
Seychelles,insecurity,2019,3.3,0.5 - 10
Sierra Leone,undernourishment,2016,25.4,25 - 35
Sierra Leone,undernourishment,2017,26.2,25 - 35
Sierra Leone,undernourishment,2018,25.7,25 - 35
Sierra Leone,undernourishment,2019,26.2,25 - 35
Sierra Leone,insecurity,2016,30.8,30 - 40
Sierra Leone,insecurity,2017,31.2,30 - 40
Sierra Leone,insecurity,2018,31.5,30 - 40
Sierra Leone,insecurity,2019,31.8,30 - 40
Singapore,insecurity,2016,1.2,0.5 - 10
Singapore,insecurity,2017,1.4,0.5 - 10
Singapore,insecurity,2018,1.4,0.5 - 10
Singapore,insecurity,2019,0.9,0.5 - 10
Slovakia,undernourishment,2016,5.6,5 - 15
Slovakia,undernourishment,2017,4.5,2.5 - 5
Slovakia,undernourishment,2018,4.1,2.5 - 5
Slovakia,undernourishment,2019,4,2.5 - 5
Slovakia,insecurity,2016,0.9,0.5 - 10
Slovakia,insecurity,2017,0.9,0.5 - 10
Slovakia,insecurity,2018,0.8,0.5 - 10
Slovakia,insecurity,2019,1.1,0.5 - 10
Slovenia,undernourishment,2016,<2.5,<2.5
Slovenia,undernourishment,2017,<2.5,<2.5
Slovenia,undernourishment,2018,<2.5,<2.5
Slovenia,undernourishment,2019,<2.5,<2.5
Slovenia,insecurity,2016,0.8,0.5 - 10
Slovenia,insecurity,2017,0.6,0.5 - 10
Slovenia,insecurity,2018,0.5,0.5 - 10
Slovenia,insecurity,2019,<0.5,<0.5
Solomon Islands,undernourishment,2016,18,15 - 25
Solomon Islands,undernourishment,2017,17.6,15 - 25
Solomon Islands,undernourishment,2018,17,15 - 25
Solomon Islands,undernourishment,2019,16.5,15 - 25
Somalia,undernourishment,2016,57.8,45 - 59.5
Somalia,undernourishment,2017,58.7,45 - 59.5
Somalia,undernourishment,2018,57.4,45 - 59.5
Somalia,undernourishment,2019,59.5,45 - 59.5
Somalia,insecurity,2019,43,40 - 50
South Africa,undernourishment,2016,5.4,5 - 15
South Africa,undernourishment,2017,5.5,5 - 15
South Africa,undernourishment,2018,5.5,5 - 15
South Africa,undernourishment,2019,6.5,5 - 15
South Africa,insecurity,2019,19.3,10 - 20
South Sudan,insecurity,2017,65.4,50 - 65.4
South Sudan,insecurity,2018,63.7,50 - 65.4
South Sudan,insecurity,2019,62,50 - 65.4
Spain,undernourishment,2016,<2.5,<2.5
Spain,undernourishment,2017,<2.5,<2.5
Spain,undernourishment,2018,<2.5,<2.5
Spain,undernourishment,2019,<2.5,<2.5
Spain,insecurity,2016,1.3,0.5 - 10
Spain,insecurity,2017,1.4,0.5 - 10
Spain,insecurity,2018,1.8,0.5 - 10
Spain,insecurity,2019,1.8,0.5 - 10
Sri Lanka,undernourishment,2016,6.3,5 - 15
Sri Lanka,undernourishment,2017,5.9,5 - 15
Sri Lanka,undernourishment,2018,6,5 - 15
Sri Lanka,undernourishment,2019,6.8,5 - 15
Sudan,undernourishment,2016,11.8,5 - 15
Sudan,undernourishment,2017,11.8,5 - 15
Sudan,undernourishment,2018,12,5 - 15
Sudan,undernourishment,2019,12.3,5 - 15
Sudan,insecurity,2016,14.4,10 - 20
Sudan,insecurity,2017,15.4,10 - 20
Sudan,insecurity,2018,16.4,10 - 20
Sudan,insecurity,2019,16.8,10 - 20
Suriname,undernourishment,2016,8.2,5 - 15
Suriname,undernourishment,2017,8.4,5 - 15
Suriname,undernourishment,2018,8.5,5 - 15
Suriname,undernourishment,2019,8.7,5 - 15
Sweden,undernourishment,2016,<2.5,<2.5
Sweden,undernourishment,2017,<2.5,<2.5
Sweden,undernourishment,2018,<2.5,<2.5
Sweden,undernourishment,2019,<2.5,<2.5
Sweden,insecurity,2016,1,0.5 - 10
Sweden,insecurity,2017,1,0.5 - 10
Sweden,insecurity,2018,1.2,0.5 - 10
Sweden,insecurity,2019,1.2,0.5 - 10
Switzerland,undernourishment,2016,<2.5,<2.5
Switzerland,undernourishment,2017,<2.5,<2.5
Switzerland,undernourishment,2018,<2.5,<2.5
Switzerland,undernourishment,2019,<2.5,<2.5
Switzerland,insecurity,2016,1.3,0.5 - 10
Switzerland,insecurity,2017,0.8,0.5 - 10
Switzerland,insecurity,2018,0.7,0.5 - 10
Switzerland,insecurity,2019,<0.5,<0.5
Thailand,undernourishment,2016,7.5,5 - 15
Thailand,undernourishment,2017,7.7,5 - 15
Thailand,undernourishment,2018,7.9,5 - 15
Thailand,undernourishment,2019,8.2,5 - 15
Thailand,insecurity,2016,5.8,0.5 - 10
Thailand,insecurity,2017,7.2,0.5 - 10
Thailand,insecurity,2018,7.7,0.5 - 10
Thailand,insecurity,2019,8.5,0.5 - 10
Timor-Leste,undernourishment,2016,24.1,15 - 25
Timor-Leste,undernourishment,2017,24,15 - 25
Timor-Leste,undernourishment,2018,23.3,15 - 25
Timor-Leste,undernourishment,2019,22.6,15 - 25
Togo,undernourishment,2016,21.6,15 - 25
Togo,undernourishment,2017,21.2,15 - 25
Togo,undernourishment,2018,20.9,15 - 25
Togo,undernourishment,2019,20.4,15 - 25
Tonga,insecurity,2018,6,0.5 - 10
Tonga,insecurity,2019,6,0.5 - 10
Trinidad and Tobago,undernourishment,2016,6.8,5 - 15
Trinidad and Tobago,undernourishment,2017,6.8,5 - 15
Trinidad and Tobago,undernourishment,2018,6.7,5 - 15
Trinidad and Tobago,undernourishment,2019,6.7,5 - 15
Tunisia,undernourishment,2016,<2.5,<2.5
Tunisia,undernourishment,2017,<2.5,<2.5
Tunisia,undernourishment,2018,2.5,2.5 - 5
Tunisia,undernourishment,2019,3,2.5 - 5
Tunisia,insecurity,2016,9.3,0.5 - 10
Tunisia,insecurity,2017,9.1,0.5 - 10
Tunisia,insecurity,2018,9.7,0.5 - 10
Tunisia,insecurity,2019,10.7,10 - 20
Turkey,undernourishment,2016,<2.5,<2.5
Turkey,undernourishment,2017,<2.5,<2.5
Turkey,undernourishment,2018,<2.5,<2.5
Turkey,undernourishment,2019,<2.5,<2.5
Turkmenistan,undernourishment,2016,3.4,2.5 - 5
Turkmenistan,undernourishment,2017,3.7,2.5 - 5
Turkmenistan,undernourishment,2018,3.9,2.5 - 5
Turkmenistan,undernourishment,2019,4.1,2.5 - 5
Uganda,insecurity,2016,18.5,10 - 20
Uganda,insecurity,2017,19.5,10 - 20
Uganda,insecurity,2018,20.6,20 - 30
Uganda,insecurity,2019,21.7,20 - 30
Ukraine,undernourishment,2016,<2.5,<2.5
Ukraine,undernourishment,2017,<2.5,<2.5
Ukraine,undernourishment,2018,<2.5,<2.5
Ukraine,undernourishment,2019,<2.5,<2.5
Ukraine,insecurity,2016,2.2,0.5 - 10
Ukraine,insecurity,2017,2,0.5 - 10
Ukraine,insecurity,2018,1.6,0.5 - 10
Ukraine,insecurity,2019,2.5,0.5 - 10
United Arab Emirates,undernourishment,2016,2.9,2.5 - 5
United Arab Emirates,undernourishment,2017,3.2,2.5 - 5
United Arab Emirates,undernourishment,2018,3.4,2.5 - 5
United Arab Emirates,undernourishment,2019,3.7,2.5 - 5
United Kingdom,undernourishment,2016,<2.5,<2.5
United Kingdom,undernourishment,2017,<2.5,<2.5
United Kingdom,undernourishment,2018,<2.5,<2.5
United Kingdom,undernourishment,2019,<2.5,<2.5
United Kingdom,insecurity,2016,2.1,0.5 - 10
United Kingdom,insecurity,2017,1.7,0.5 - 10
United Kingdom,insecurity,2018,1.3,0.5 - 10
United Kingdom,insecurity,2019,0.7,0.5 - 10
Tanzania,undernourishment,2016,24.1,15 - 25
Tanzania,undernourishment,2017,24.1,15 - 25
Tanzania,undernourishment,2018,24.2,15 - 25
Tanzania,undernourishment,2019,25.1,25 - 35
Tanzania,insecurity,2016,23.8,20 - 30
Tanzania,insecurity,2017,23.8,20 - 30
Tanzania,insecurity,2018,23.8,20 - 30
Tanzania,insecurity,2019,24.7,20 - 30
United States,undernourishment,2016,<2.5,<2.5
United States,undernourishment,2017,<2.5,<2.5
United States,undernourishment,2018,<2.5,<2.5
United States,undernourishment,2019,<2.5,<2.5
United States,insecurity,2016,1,0.5 - 10
United States,insecurity,2017,0.9,0.5 - 10
United States,insecurity,2018,0.8,0.5 - 10
United States,insecurity,2019,0.8,0.5 - 10
Uruguay,undernourishment,2016,<2.5,<2.5
Uruguay,undernourishment,2017,<2.5,<2.5
Uruguay,undernourishment,2018,<2.5,<2.5
Uruguay,undernourishment,2019,<2.5,<2.5
Uruguay,insecurity,2016,7.6,0.5 - 10
Uruguay,insecurity,2017,7.4,0.5 - 10
Uruguay,insecurity,2018,6.4,0.5 - 10
Uruguay,insecurity,2019,6.7,0.5 - 10
Uzbekistan,undernourishment,2016,<2.5,<2.5
Uzbekistan,undernourishment,2017,<2.5,<2.5
Uzbekistan,undernourishment,2018,<2.5,<2.5
Uzbekistan,undernourishment,2019,<2.5,<2.5
Uzbekistan,insecurity,2016,2.1,0.5 - 10
Uzbekistan,insecurity,2017,2.2,0.5 - 10
Uzbekistan,insecurity,2018,2.8,0.5 - 10
Uzbekistan,insecurity,2019,4,0.5 - 10
Vanuatu,undernourishment,2016,8.9,5 - 15
Vanuatu,undernourishment,2017,9.6,5 - 15
Vanuatu,undernourishment,2018,9.5,5 - 15
Vanuatu,undernourishment,2019,9.3,5 - 15
Vanuatu,insecurity,2018,2.4,0.5 - 10
Vanuatu,insecurity,2019,2.4,0.5 - 10
Venezuela,undernourishment,2016,16.4,15 - 25
Venezuela,undernourishment,2017,22.2,15 - 25
Venezuela,undernourishment,2018,23.4,15 - 25
Venezuela,undernourishment,2019,27.4,25 - 35
Vietnam,undernourishment,2016,7.8,5 - 15
Vietnam,undernourishment,2017,7.2,5 - 15
Vietnam,undernourishment,2018,6.8,5 - 15
Vietnam,undernourishment,2019,6.7,5 - 15
Vietnam,insecurity,2017,<0.5,<0.5
Vietnam,insecurity,2018,<0.5,<0.5
Vietnam,insecurity,2019,0.5,0.5 - 10
Yemen,undernourishment,2016,46.1,45 - 59.5
Yemen,undernourishment,2017,46.6,45 - 59.5
Yemen,undernourishment,2018,45.4,45 - 59.5
Yemen,undernourishment,2019,45.4,45 - 59.5
Zambia,insecurity,2016,22.1,20 - 30
Zambia,insecurity,2017,22.5,20 - 30
Zambia,insecurity,2018,22.8,20 - 30
Zambia,insecurity,2019,23.2,20 - 30
Zimbabwe,insecurity,2016,36.7,30 - 40
Zimbabwe,insecurity,2017,35.9,30 - 40
Zimbabwe,insecurity,2018,34.2,30 - 40
Zimbabwe,insecurity,2019,32.1,30 - 40
